"Authors","Author full names","Author(s) ID","Title","Year","Cited by","DOI","Link","Affiliations","Authors with affiliations","Document Type","Source"
"Maydanyk R.А.; Maydanyk N.І.; Velykanova M.M.","Maydanyk, Roman А. (57217737941); Maydanyk, Nataliia І. (57221997963); Velykanova, Maryna M. (57222123118)","57217737941; 57221997963; 57222123118","Liability for damage caused using artificial intelligence technologies","2021","1","10.37635/jnalsu.28(2).2021.150-159","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110534742&doi=10.37635%2fjnalsu.28%282%29.2021.150-159&partnerID=40&md5=42158c714c642cfd9db6c542130f6997","National Academy of Legal Sciences of Ukraine, 64/13 Volodymyrska Str, Kharkiv, 01601, Ukraine; Department of Civil Law, Taras Shevchenko National University of Kyiv, 70 Pushkinska Str., Kyiv, 61024, Ukraine; Department of Civil and Labour Law, Vadym Hetman National Economic University of Kyiv, 54/1 Peremoha Ave, Kyiv, 03057, Ukraine; Department of Research on Communication Problems between the State and Civil Society, Kyiv Regional Center of the National Academy of Legal Sciences of Ukraine, 3 Pylyp Orlyk Str, Kyiv, 01024, Ukraine","Maydanyk R.А., National Academy of Legal Sciences of Ukraine, 64/13 Volodymyrska Str, Kharkiv, 01601, Ukraine, Department of Civil Law, Taras Shevchenko National University of Kyiv, 70 Pushkinska Str., Kyiv, 61024, Ukraine; Maydanyk N.І., Department of Civil and Labour Law, Vadym Hetman National Economic University of Kyiv, 54/1 Peremoha Ave, Kyiv, 03057, Ukraine; Velykanova M.M., Department of Research on Communication Problems between the State and Civil Society, Kyiv Regional Center of the National Academy of Legal Sciences of Ukraine, 3 Pylyp Orlyk Str, Kyiv, 01024, Ukraine","Article","Scopus"
"Pilkevych I.; Fedorchuk D.; Naumchak O.; Romanchuk M.","Pilkevych, Ihor (15837853500); Fedorchuk, Dmytro (57193520615); Naumchak, Olena (57439049400); Romanchuk, Mykola (57211300421)","15837853500; 57193520615; 57439049400; 57211300421","Fake News Detection in the Framework of Decision-Making System through Graph Neural Network","2021","3","10.1109/AICT52120.2021.9628907","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123979656&doi=10.1109%2fAICT52120.2021.9628907&partnerID=40&md5=d0508bef98d89766a43e733bee663984","Korolyov Zhytomyr Military Institute, Research Department, Zhytomyr, Ukraine","Pilkevych I., Korolyov Zhytomyr Military Institute, Research Department, Zhytomyr, Ukraine; Fedorchuk D., Korolyov Zhytomyr Military Institute, Research Department, Zhytomyr, Ukraine; Naumchak O., Korolyov Zhytomyr Military Institute, Research Department, Zhytomyr, Ukraine; Romanchuk M., Korolyov Zhytomyr Military Institute, Research Department, Zhytomyr, Ukraine","Conference paper","Scopus"
"Turkin I.; Leznovsky V.","Turkin, I. (57203145725); Leznovsky, V. (57355264000)","57203145725; 57355264000","Iot platform for vibration diagnostics of industrial equipment","2021","1","10.32620/reks.2021.3.10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120050924&doi=10.32620%2freks.2021.3.10&partnerID=40&md5=4eb5095d2e9d000b1fad53862a61bf2b","Department of Software Engineering and Business Faculty, National Aerospace University ""Kharkiv Aviation Institute"", Kharkov, Ukraine; National Aerospace University ""Kharkov Aviation Institute"", Kharkov, Ukraine","Turkin I., Department of Software Engineering and Business Faculty, National Aerospace University ""Kharkiv Aviation Institute"", Kharkov, Ukraine; Leznovsky V., National Aerospace University ""Kharkov Aviation Institute"", Kharkov, Ukraine","Article","Scopus"
"Zhuravchak D.; Ustyianovych T.; Dudykevych V.; Venny B.; Ruda K.","Zhuravchak, Danyil (57456879800); Ustyianovych, Taras (57208343279); Dudykevych, Valery (8218305900); Venny, Bogdan (57457255600); Ruda, Khrystyna (57456944800)","57456879800; 57208343279; 8218305900; 57457255600; 57456944800","Ransomware Prevention System Design based on File Symbolic Linking Honeypots","2021","0","10.1109/IDAACS53288.2021.9660913","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124806397&doi=10.1109%2fIDAACS53288.2021.9660913&partnerID=40&md5=88814a013bc66282baa51a6b805bae9f","Lviv Polytechnic National University, Department of Information Security, S. Bandery street 12, Lviv, 79013, Ukraine; Lviv Polytechnic National University, Department of Social Communication and Information Activity, S. Bandery street 12, Lviv, 79013, Ukraine","Zhuravchak D., Lviv Polytechnic National University, Department of Information Security, S. Bandery street 12, Lviv, 79013, Ukraine; Ustyianovych T., Lviv Polytechnic National University, Department of Social Communication and Information Activity, S. Bandery street 12, Lviv, 79013, Ukraine; Dudykevych V., Lviv Polytechnic National University, Department of Information Security, S. Bandery street 12, Lviv, 79013, Ukraine; Venny B., Lviv Polytechnic National University, Department of Information Security, S. Bandery street 12, Lviv, 79013, Ukraine; Ruda K., Lviv Polytechnic National University, Department of Information Security, S. Bandery street 12, Lviv, 79013, Ukraine","Conference paper","Scopus"
"Kushnirenko R.; Alkhimova S.; Sydorenko D.; Tolmachov I.","Kushnirenko, Roman (57218310394); Alkhimova, Svitlana (57190490764); Sydorenko, Dmytro (57218311074); Tolmachov, Igor (57218311523)","57218310394; 57190490764; 57218311074; 57218311523","Using real-pen specific features of active stylus to cope with input latency","2021","0","10.1007/978-3-030-78465-2_2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120677792&doi=10.1007%2f978-3-030-78465-2_2&partnerID=40&md5=84a2f65daad85edd45de80527a56c032","Samsung R&D Institute Ukraine (SRK), Kyiv, Ukraine","Kushnirenko R., Samsung R&D Institute Ukraine (SRK), Kyiv, Ukraine; Alkhimova S., Samsung R&D Institute Ukraine (SRK), Kyiv, Ukraine; Sydorenko D., Samsung R&D Institute Ukraine (SRK), Kyiv, Ukraine; Tolmachov I., Samsung R&D Institute Ukraine (SRK), Kyiv, Ukraine","Conference paper","Scopus"
"Polokhach D.; Kushnir V.; Vashchuk O.","Polokhach, Dmytro (57439566700); Kushnir, Vasyl (57211999203); Vashchuk, Oleksandr (57440084600)","57439566700; 57211999203; 57440084600","Investigating a Different Approaches to Resolve Binary Classification Task with Unbalanced Dataset","2021","0","10.1109/AICT52120.2021.9628984","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124004586&doi=10.1109%2fAICT52120.2021.9628984&partnerID=40&md5=285dd859a4991d0635d5669eff3a6a95","Ivan Franko National University of Lviv, Lviv, Ukraine","Polokhach D., Ivan Franko National University of Lviv, Lviv, Ukraine; Kushnir V., Ivan Franko National University of Lviv, Lviv, Ukraine; Vashchuk O., Ivan Franko National University of Lviv, Lviv, Ukraine","Conference paper","Scopus"
"Baran M.; Kuzmin O.; Bublyk M.; Panasyuk V.; Lishchynska K.","Baran, Mykola (57226538315); Kuzmin, Oleh (56511716700); Bublyk, Myroslava (6602604353); Panasyuk, Valentyna (57200174627); Lishchynska, Khrystyna (57200068730)","57226538315; 56511716700; 6602604353; 57200174627; 57200068730","Information system for quality control of polyethylene production in a circular economy","2021","4","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111887104&partnerID=40&md5=530181f0412dc6c7e71f100c76865df7","Lviv Polytechnic National University, S. Bandera street, 12, Lviv, 79013, Ukraine; West Ukrainian National University, Lvivska Street, 11, Ternopil, 46004, Ukraine; Hetman Petro Sahaidachnyi National Army Academy, Heroes of Maidan Street, 32, Lviv, 79012, Ukraine","Baran M., Lviv Polytechnic National University, S. Bandera street, 12, Lviv, 79013, Ukraine; Kuzmin O., Lviv Polytechnic National University, S. Bandera street, 12, Lviv, 79013, Ukraine; Bublyk M., Lviv Polytechnic National University, S. Bandera street, 12, Lviv, 79013, Ukraine; Panasyuk V., West Ukrainian National University, Lvivska Street, 11, Ternopil, 46004, Ukraine; Lishchynska K., Hetman Petro Sahaidachnyi National Army Academy, Heroes of Maidan Street, 32, Lviv, 79012, Ukraine","Conference paper","Scopus"
"Volosovych S.; Zelenitsa I.; Kondratenko D.; Szymla W.; Mamchur R.","Volosovych, Svitlana (57203514796); Zelenitsa, Iryna (57218567795); Kondratenko, Diana (57417873600); Szymla, Wojciech (57417873700); Mamchur, Ruslana (57224471978)","57203514796; 57218567795; 57417873600; 57417873700; 57224471978","Transformation of insurance technologies in the context of a pandemic","2021","28","10.21511/INS.12(1).2021.01","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107614702&doi=10.21511%2fINS.12%281%29.2021.01&partnerID=40&md5=0aaa8c75e7288d2ced19b5f7c8247ce7","Department of Finance, Kyiv National University of Trade and Economics, Ukraine; Department of International, Civil and Commercial Law, Kyiv National University of Trade and Economics, Ukraine; Department of Finance and Credit Kharkiv, National University of Civil Engineering and Architecture, Ukraine; Department of Economics and Organization of Enterprises, Cracow University of Economics, Poland; Department of Banking and Insurance, National University of Life and Environmental Sciences of Ukraine, Kyiv, Ukraine","Volosovych S., Department of Finance, Kyiv National University of Trade and Economics, Ukraine; Zelenitsa I., Department of International, Civil and Commercial Law, Kyiv National University of Trade and Economics, Ukraine; Kondratenko D., Department of Finance and Credit Kharkiv, National University of Civil Engineering and Architecture, Ukraine; Szymla W., Department of Economics and Organization of Enterprises, Cracow University of Economics, Poland; Mamchur R., Department of Banking and Insurance, National University of Life and Environmental Sciences of Ukraine, Kyiv, Ukraine","Article","Scopus"
"Bekesevych A.; Pavlovskyi I.; Pavlovska H.","Bekesevych, Anna (57222180435); Pavlovskyi, Ihor (57434954500); Pavlovska, Halyna (57435088800)","57222180435; 57434954500; 57435088800","5th International Symposium “SMART LION”. Medical Imagining and Global Health, October 7–9, 2021; [5-й міжнародний симпозіум «SMART LION». Перспективи в медицині та глобальне здоров’я, 7-9 жовтня 2021 року]","2021","2","10.25040/NTSH2021.02.03","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123848466&doi=10.25040%2fNTSH2021.02.03&partnerID=40&md5=7b4ced148620bd7eb893af9b3ef776e8","Danylo Halytsky Lviv National Medical University, Lviv, Ukraine","Bekesevych A., Danylo Halytsky Lviv National Medical University, Lviv, Ukraine; Pavlovskyi I., Danylo Halytsky Lviv National Medical University, Lviv, Ukraine; Pavlovska H., Danylo Halytsky Lviv National Medical University, Lviv, Ukraine","Conference paper","Scopus"
"Volkov V.; Makoyed N.","Volkov, Victor (57220703810); Makoyed, Natalia (57220200738)","57220703810; 57220200738","Fuzzy Logic in Control Systems for Potentially Explosive Objects","2021","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128952071&partnerID=40&md5=a6bcc9a358d92c491c670bce8912966b","Odessa I.I.Mechnikov National University, Dvoryanskaya str.,2, Odessa, 65082, Ukraine; Odessa National Academy of Food Technologies, Kanatnaya str., 112, Odessa, 65039, Ukraine","Volkov V., Odessa I.I.Mechnikov National University, Dvoryanskaya str.,2, Odessa, 65082, Ukraine; Makoyed N., Odessa National Academy of Food Technologies, Kanatnaya str., 112, Odessa, 65039, Ukraine","Conference paper","Scopus"
"Kondratenko Y.; Sichevskyi S.; Kondratenko G.; Sidenko I.","Kondratenko, Yuriy (6602324472); Sichevskyi, Stanislav (57445880600); Kondratenko, Galyna (55991478400); Sidenko, Ievgen (55991342900)","6602324472; 57445880600; 55991478400; 55991342900","Manipulator's Control System with Application of the Machine Learning","2021","1","10.1109/IDAACS53288.2021.9660910","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124296312&doi=10.1109%2fIDAACS53288.2021.9660910&partnerID=40&md5=fb79396e5fbf8c7c00124c52d75dc056","Petro Mohyla Black Sea National University, Intelligent Information Systems Department, 68th Desantnykiv Str., 10, Mykolaiv, 54003, Ukraine","Kondratenko Y., Petro Mohyla Black Sea National University, Intelligent Information Systems Department, 68th Desantnykiv Str., 10, Mykolaiv, 54003, Ukraine; Sichevskyi S., Petro Mohyla Black Sea National University, Intelligent Information Systems Department, 68th Desantnykiv Str., 10, Mykolaiv, 54003, Ukraine; Kondratenko G., Petro Mohyla Black Sea National University, Intelligent Information Systems Department, 68th Desantnykiv Str., 10, Mykolaiv, 54003, Ukraine; Sidenko I., Petro Mohyla Black Sea National University, Intelligent Information Systems Department, 68th Desantnykiv Str., 10, Mykolaiv, 54003, Ukraine","Conference paper","Scopus"
"Priymak S.; Krutsevich T.; Pangelova N.; Trachuk S.; Kravchenko T.; Stepanenko V.; Ruban V.","Priymak, Serhiy (55873000300); Krutsevich, Tatiana (57207307290); Pangelova, Natalia (57211335083); Trachuk, Sergii (57207310729); Kravchenko, Tetiana (57216610259); Stepanenko, Volodymyr (57224500151); Ruban, Vladyslav (57204289007)","55873000300; 57207307290; 57211335083; 57207310729; 57216610259; 57224500151; 57204289007","Modeling of Functional Support of Sports Activities of Biathletes of Different Qualifications","2021","2","10.14198/jhse.2021.161.12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107825387&doi=10.14198%2fjhse.2021.161.12&partnerID=40&md5=7a6546c238fb014acaff1784f7f1e3ed","Department of Biology, Health and Sport, T. H. Shevchenko National University «Chernihiv Colehium», Ukraine; National University of Ukraine on Physical Education and Sport, Kiev, Ukraine; Pereiaslav-Khmelnytskyi Hryhorii Skovoroda State Pedagogical University, Pereiaslav, Khmelnytskyi, Ukraine","Priymak S., Department of Biology, Health and Sport, T. H. Shevchenko National University «Chernihiv Colehium», Ukraine; Krutsevich T., National University of Ukraine on Physical Education and Sport, Kiev, Ukraine; Pangelova N., Pereiaslav-Khmelnytskyi Hryhorii Skovoroda State Pedagogical University, Pereiaslav, Khmelnytskyi, Ukraine; Trachuk S., National University of Ukraine on Physical Education and Sport, Kiev, Ukraine; Kravchenko T., National University of Ukraine on Physical Education and Sport, Kiev, Ukraine; Stepanenko V., Pereiaslav-Khmelnytskyi Hryhorii Skovoroda State Pedagogical University, Pereiaslav, Khmelnytskyi, Ukraine; Ruban V., Pereiaslav-Khmelnytskyi Hryhorii Skovoroda State Pedagogical University, Pereiaslav, Khmelnytskyi, Ukraine","Article","Scopus"
"Odrekhivskyi M.; Kohut U.; Kostyuk U.","Odrekhivskyi, Mykola (57216702915); Kohut, Uliana (57219345897); Kostyuk, Ulyana (57224190931)","57216702915; 57219345897; 57224190931","Intelligent management system for ecological innovative enterprises","2021","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107175448&partnerID=40&md5=8aefde2f329e4d253792f848dca6ecc3","Lviv Polytechnic National University, 12 S. Bandera St, Lviv, 79000, Ukraine; Ivano-Frankivsk National Technical University of Oil and Gas, 15 Karpatska St, Ivano-Frankivsk, 76000, Ukraine","Odrekhivskyi M., Lviv Polytechnic National University, 12 S. Bandera St, Lviv, 79000, Ukraine; Kohut U., Lviv Polytechnic National University, 12 S. Bandera St, Lviv, 79000, Ukraine; Kostyuk U., Ivano-Frankivsk National Technical University of Oil and Gas, 15 Karpatska St, Ivano-Frankivsk, 76000, Ukraine","Conference paper","Scopus"
"Wang C.; Yuan L.; Medvetskyi M.; Beshley M.; Pryslupskyi A.; Beshley H.","Wang, Chunzhi (35094810800); Yuan, Le (57439736800); Medvetskyi, Mykhailo (57223028554); Beshley, Mykola (55225979800); Pryslupskyi, Andrii (57210409647); Beshley, Halyna (57189328709)","35094810800; 57439736800; 57223028554; 55225979800; 57210409647; 57189328709","Machine Learning-Enabled Software-Defined Networks for QoE Management","2021","4","10.1109/AICT52120.2021.9628961","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124002975&doi=10.1109%2fAICT52120.2021.9628961&partnerID=40&md5=bdee7afba412141807ab8c3e94c62250","Hubei University of Technology, School of Computer Science, Wuhan, China; Lviv Polytechnic National University, Department of Telecommunications, 12 Bandery Str., Lviv, Ukraine","Wang C., Hubei University of Technology, School of Computer Science, Wuhan, China; Yuan L., Hubei University of Technology, School of Computer Science, Wuhan, China; Medvetskyi M., Lviv Polytechnic National University, Department of Telecommunications, 12 Bandery Str., Lviv, Ukraine; Beshley M., Lviv Polytechnic National University, Department of Telecommunications, 12 Bandery Str., Lviv, Ukraine; Pryslupskyi A., Lviv Polytechnic National University, Department of Telecommunications, 12 Bandery Str., Lviv, Ukraine; Beshley H., Lviv Polytechnic National University, Department of Telecommunications, 12 Bandery Str., Lviv, Ukraine","Conference paper","Scopus"
"Zachko O.; Kovalchuk O.; Kobylkin D.; Yashchuk V.","Zachko, Oleh (57194169062); Kovalchuk, Oleh (57221860471); Kobylkin, Dmytro (57205439227); Yashchuk, Valentyna (57446134600)","57194169062; 57221860471; 57205439227; 57446134600","Information technologies of HR management in safety-oriented systems","2021","8","10.1109/CSIT52700.2021.9648698","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124291703&doi=10.1109%2fCSIT52700.2021.9648698&partnerID=40&md5=e7a8722cbf6bef2877b6a053295b752e","Lviv State University of Life Safety, Department of Law and Management in the Field of Civil Protection, Lviv, Ukraine; Lviv State University of Life Safety, Department of Information Security Management, Lviv, Ukraine","Zachko O., Lviv State University of Life Safety, Department of Law and Management in the Field of Civil Protection, Lviv, Ukraine; Kovalchuk O., Lviv State University of Life Safety, Department of Law and Management in the Field of Civil Protection, Lviv, Ukraine; Kobylkin D., Lviv State University of Life Safety, Department of Law and Management in the Field of Civil Protection, Lviv, Ukraine; Yashchuk V., Lviv State University of Life Safety, Department of Information Security Management, Lviv, Ukraine","Conference paper","Scopus"
